Party,Name,OfficialName,Type,Status,Seasonality,SiteName,Latitude,Longitude,MaxPopulation,Capacity,Remarks,DateEstablished,AccommodationCapacity,MedicalFacilities,OperatingPeriodFrom,OperatingPeriodTo,UrlLink
South Africa,SANAP Summer Station,SANAP Summer Station,Station,Open,Seasonal,SANAP Summer Station,-70.649997,-8.249999,20,20,Station is used on ad hoc basis depending on the emperor penguin lead specialist. At times the station is used by operations officials as a temporal accommodation to allow weather conditions to improve.,0,,None,October,February,
Spain,Gabriel de Castilla Station,Gabriel de Castilla Station,Station,Open,Seasonal,Gabriel de Castilla Station,-62.976944,-60.675556,28,28,La base consta de: Módulo de vida  módulo científico  módulo de talleres y mantenimiento  módulo de enfermería  módulo almacén de alimentación I y II  módulo de material de emergencia  módulo de almacén de material de transmisiones  módulo de náutica  módulos de energía  contenedor de material científico  módulo equipajes  módulo almacén de obras y módulo merlo.    ,1990,Actualmente está configurado para proporcionar alojamiento cómodo a 28 personas. Consta de 2 módulos unidos por un  zaguán de entrada  en uno de ellos se localizan los dormitorios   cuarto de caldera de calefacción  cuarto de baño  cuarto de lavadora/ secadora/depuradora de agua  el otro módulo consta de cocina  salón-comedor  cuarto de transmisiones  1 dormitorio.     ,1 Médico.     El módulo enfermería consta de:    Unidad de hospitalización  unidad de asistencia para pacientes críticos  con ventilación mecánica y monitorización y unidad de diagnóstico de laboratorio y electrocardiógrafo. Material para asistencia primaria y material de rescate y estabilización traumática.         Anaesthesia   Biochemistry   Diagnostic Ultrasound   Telemedicine   One ventilator  Oxygen supply,December,March,http://www.ejercito.mde.es/mexterior/webantartida/
Spain,Juan Carlos I,Juan Carlos I Station,Station,Open,Seasonal,Juan Carlos I,-62.663056,-60.388861,51,51,La base se encuentra situada a unos 40 m de la zona intermareal y a 12 m de altura sobre el nivel del mar  en la costa SE de Bahía Sur. La base más cercana es St. Kliment Ohridsky (Bulgaria) a una distancia de 1.7 km en dirección NE.     La base está constituida por un conjunto de varios módulos donde se encuentran los diferentes servicios de la misma. El edificio de habitabilidad es el módulo más grande donde se encuentran las habitaciones del personal y todos los espacios necesarios para la vida diaria (comedor  cocina  despensas  cámaras refrigeradas  además de la enfermería y el gimnasio).     El edificio de laboratorios constituye el otro gran módulo donde se disponen distintos laboratorios que ocupan una superficie de 200m2.     El resto de módulos corresponde a almacenes  talleres y generadores  que usan un sistema de cogeneración para el aprovechamiento del calor residual que producen.    Los nuevos módulos de la base serán ocupados durante la campaña 2017-2018    ,1988,La base cuenta con alojamiento para 51 personas en habitaciones dobles. En el módulo de habitabilidad se encuentra también el comedor  cocina  despensas  cámaras refrigeradas  además de la enfermería y el gimnasio.,1 Médico    Enfermería,December,March,http://www.utm.csic.es/bae.asp
Spain,International Field Camp Peninsula Byers,International Field Camp Peninsula Byers,Camp,Open,Seasonal,International Field Camp Peninsula Byers,-62.576389,-61.218611,12,0,Situado en Playas South (62º36'49.7S  61º05'59.8W) está formado por 2 refugios tipo igloo de 6 m x 2 m que hacen las funciones de cocina/comedor y laboratorio. Se trata de un campamento de carácter internacional mantenido por España a través de la BAE Juan Carlos I. El material disponible dentro del igloo sólo se podrá usar en caso de emergencia.,2001,No tiene,NO,December,February,
Sweden,Svea,Svea,Station,Temporarily Closed,Seasonal,Svea,-74.583333,-11.216667,4,,The Svea Research Station was built during the 1987/88 Antarctic Expedition  and was the first Swedish research station in Antarctica built since the Maudheim Station in 1949 and the Snow Hill Station in 1901. ,0,Svea is located in the Heimefront Range about 40 metric miles from the coast in the Scharffenbergbotnen niche valley. The station  comprising two joined fibreglass modules  is about 12 m² and has four beds and one pantry.        Svea is used periodically during the field season and was the main base for the 1992/93 expedition when its capacity was expanded by adding a living module  workshop  and storage container.    ,First Aid Kit,December,February,http://polar.se/en/about-polar-research/research-stations/
Sweden,Wasa,Wasa,Station,Open,Seasonal,Wasa,-73.042778,-13.412778,16,24,Swedish research station in the N part of Vestfjella  Maudheimvidda.        Established 1989 during SWEDARP 1988-89.    ,1989,The station is located at the Basen nunatak. The main building is 17.5 × 7.6 m  made of wood and rests on 1.5-m high poles in order to avoid the accumulation of blowing snow. The station house consists of four bedrooms  a large kitchen  and a common room. There is also a sauna  shower  and laundry room. Near the main building is the 7.5 × 6-m generator house  which contains generators  the water supply system  and a workshop. Twenty-foot containers are used for storage.,First Aid Kit  Diagnostic Ultrasound.,December,February,http://polar.se/en/about-polar-research/research-stations/
Türkiye,Turkish Scientific Research Camp,Turkish Scientific Research Camp,Camp,Open,Seasonal,Turkish Scientific Research Camp,-67.829444,-67.2375,,8,Dates are not defined yet. (February 2021)    15&#8208 20 Days of field work.    ,2019,,VISION COVID&#8208 19 RAPID IgM/IgG Antibody Test Kit CE&#8208 IVD  22 l compressed O2 (200 bar) (excluding vessel’s infirmary)  Medical Doctor with COVID&#8208 19 treatment experience    ,February,February,
Ukraine,Vernadsky,Vernadsky,Station,Open,Year-Round,Vernadsky,-65.25,-64.266667,15,,Communications Facilities and Frequencies    Akademik Vernadsky Station     870 772210555   Voice   Iridium    870 782216197   Fax   Iridium    uac@uac.gov.ua   E-mail    ,1996,10 buildings,Doctor and surgery available.,---,---,
United Kingdom,Damoy (HSM 84),,Station,Open,Year-Round,Dorian Bay,-64.816666,-63.5,,15,Designated as Historic Site and Monument 84 under the Antarctic Treaty in 2009.  The UK Antarctic Heritage Trust has managed the site since 2009 under a Memorandum of Understanding with British Antarctic Survey.  The site was operational between 1973 and 1993 as a summer only air transit facility.  The UK Antarctic Heritage Trust manages the site under a conservation management programme and visits must be conducted following the published visitor site guidelines.  The site does not contain any fuel  food or medical supplies and can only be used as a refuge in case of emergency.    Some asbestos containing materials have been identified and sampling has confirmed are of low risk  – contact UKAHT for further details.,,,No medical facilities,---,---,https://www.bas.ac.uk/about/about-bas/history/british-research-stations-and-refuges/damoy-point/ or http://www.ukaht.org/discover/other-historic-sites/damoy-hut/
United Kingdom,Detaille Island (HSM 83),,Station,Open,Year-Round,Detaille Island,-66.866667,-66.8,,10,Designated as Historic Site and Monument 83 under the Antarctic Treaty in 2009.  The UK Antarctic Heritage Trust has managed the site since 2009 under a Memorandum of Understanding with British Antarctic Survey.  The site was operational between 1956 and 1959 as a science base.  The UK Antarctic Heritage Trust manages the site under a conservation management programme and visits must be conducted following the published visitor site guidelines.  The site does not contain any fuel  food or medical supplies and can only be used as a refuge in case of emergency.  Some asbestos containing materials have been identified  but are believed to be low risk  further sampling will confirm the risk – contact UKAHT for further details.,,,No medical facilities,---,---,https://www.bas.ac.uk/about/about-bas/history/british-research-stations-and-refuges/detaille-island-w/ or http://www.ukaht.org/discover/other-historic-sites/detaille-hut/
United Kingdom,Halley VI,Halley VI,Station,Open,Year-Round,Halley VI,-75.583333,-26.233333,76,,Station staffed over austral summer season. Automatyed instruments in place throughout the winter period. Location of base is variable as ice shelf moves.  Geospace  ozone and meteorological observatory  Clean air laboratory (CASLAB)  skyway,1956,,Full surgery &  doctor,October,December,http://www.antarctica.ac.uk/living_and_working/research_stations/halley/index.php
United Kingdom,Horseshoe Island (HSM 63),,Station,Open,Year-Round,Sally Cove,-67.8,-67.283333,,10,Designated as Historic Site and Monument 63  together with its associated refuge at Blaiklock Island  under the Antarctic Treaty in 1995.  The UK Antarctic Heritage Trust has managed the site since 2014 under a Memorandum of Understanding with British Antarctic Survey.  The site was operational between 1955 and 1960 as a science and survey base. Blaiklock hut was operational between 1957 and 1958 as a satellite hut/refuge for field parties from Horseshoe Island  Detaille Island and Stonington Island.  The UK Antarctic Heritage Trust manages the site under a conservation management programme and visits must be conducted following the published visitor site guidelines.  The site does not contain any fuel  food or medical supplies and can only be used as a refuge in case of emergency.  Some asbestos containing materials have been identified and sampling has confirmed are of low risk  – contact UKAHT for further details.,,,No medical facilities,---,---,https://www.bas.ac.uk/about/about-bas/history/british-research-stations-and-refuges/horseshoe-island-y/ or http://www.ukaht.org/discover/other-historic-sites/horseshoe-island/
United Kingdom,Port Lockroy,Port Lockroy,Station,Open,Year-Round,Port Lockroy,-64.825,-63.493333,,6,Designated as Historic Site and Monument 61 under the Antarctic Treaty in 1995.  The UK Antarctic Heritage Trust has managed the site since 2006 under a Memorandum of Understanding with British Antarctic Survey.  The site was operational between 1944 and 1962  initially a survey base  but latterly as an atmospheric science base.  The base buildings were restored by BAS in 1996 and have been manned in the austral summer since then.  The UK Antarctic Heritage Trust manages the site under a conservation management programme and visits must be conducted following the published visitor site guidelines - the site is open for pre-arranged visits during the austral summer months.  The site only contains food  fuel and medical supplies for use by the UKAHT base staff.  The site does not contain any fuel  food or medical supplies and can only be used as a refuge in case of emergency.  Some asbestos containing materials have been identified and sampling has confirmed are of low risk  – contact UKAHT for further details.,0,,Basic first aid medical facilities,---,---,https://www.bas.ac.uk/about/about-bas/history/british-research-stations-and-refuges/port-lockroy-a/ or http://www.ukaht.org/discover/port-lockroy/
United Kingdom,Rothera,Rothera Research Station,Station,Open,Year-Round,Rothera,-67.5675,-68.129722,168,,Scientific station with laboratories  wharf and airfield,1975,,Full surgery & year round doctor  2 doctors in summer,---,---,http://www.antarctica.ac.uk/living_and_working/research_stations/rothera/index.php
United Kingdom,Signy,Signy Station,Station,Open,Seasonal,Signy,-60.708333,-45.595,8,,Terrestrial and freshwater biological laboratory,1947,,Medical room &  advanced first aider,November,March,http://www.antarctica.ac.uk/living_and_working/research_stations/signy/index.php
United Kingdom,Stonington Island (HSM 64),,Station,Open,Year-Round,Stonington Island,-68.183333,-67,,18,Designated as Historic Site and Monument 64  under the Antarctic Treaty in 1995.  The UK Antarctic Heritage Trust has managed the site since 2014 under a Memorandum of Understanding with British Antarctic Survey.  The site had two periods of operation in different buildings  firstly between 1946 and 1950 in a building which is no longer present  and secondly between 1960 – 1975 in the surviving building.  The base was used as a science and survey base.  Additionally the oldest American Antarctic station  East Base  buildings are still present on Stonington Island.  The UK Antarctic Heritage Trust manages the site under a conservation management programme and visits must be conducted following the published visitor site guidelines.  The site does not contain any fuel  food or medical supplies and can only be used as a refuge in case of emergency.  Some asbestos containing materials have been identified and sampling has confirmed are of low risk  – contact UKAHT for further details.,,,No medical facilities,---,---,https://www.bas.ac.uk/about/about-bas/history/british-research-stations-and-refuges/stonington-island-e/ or http://www.ukaht.org/discover/other-historic-sites/stonington-island/
United Kingdom,Wordie House (HSM 62),,Station,Open,Year-Round,Stella Creek,-65.25,-64.266666,,4,Designated as Historic Site and Monument 62  under the Antarctic Treaty in 1995.  The UK Antarctic Heritage Trust has managed the site since 2009 under a Memorandum of Understanding with British Antarctic Survey.  The site was operational between 1947 and 1954 when all operations were relocated to Faraday Station on the adjacent Galdinez Island  Faraday is now the Ukrainian Vernadsky Research Station.  The base was used as a science base.  The UK Antarctic Heritage Trust manages the site under a conservation management programme and visits must be conducted following the published visitor site guidelines.  The site does not contain any fuel  food or medical supplies and can only be used as a refuge in case of emergency.  Some asbestos containing materials have been identified  but are believed to be low risk  further sampling will confirm the risk – contact UKAHT for further details.,,,No medical facilities,---,---,https://www.bas.ac.uk/about/about-bas/history/british-research-stations-and-refuges/faraday-f/ or http://www.ukaht.org/discover/other-historic-sites/wordie-house/
United Kingdom,Cummings,,Refuge,Open,Year-Round,Cummings Cove,-60.72361,-45.666666,,2,At Cummings Cove  Signy Island.  Close proximity to Signy Research Station.  Scientific field hut visited regularly by BAS personnel from Signy Station.  Food and fuel. Basic medical facilities.,,,Basic medical facilities.,---,---,
United Kingdom,Foca,,Refuge,Open,Year-Round,Foca Cove,-60.695833,-45.644166,,4,At Foca Cove  Signy Island.  Close proximity to Signy Research Station on opposite side of the island.  Scientific field hut visited regularly by BAS personnel from Signy Station.  Food and fuel. ,,,First aid facilities at hut.,---,---,
United Kingdom,Gourlay,,Refuge,Open,Year-Round,Gourlay Point,-60.732222,-45.581388,,2,On Gourlay Peninsula overlooking Rock Haven  Signy Island. Close proximity to Signy Research Station  3 km overland.  Scientific field hut visited regularly by BAS personnel from Signy Station.  Food and fuel at hut. A new hut was built at this location in March 2007  and the old hut demolished and removed,,,First aid facilities at hut,---,---,
United Kingdom,Lagoon Island,,Refuge,Open,Year-Round,Lagoon Island,-67.594444,-68.236111,,4,On small rocky beach on Lagoon Island  part of the Anchorage Islands  established November 1989.  Food and fuel.  Used regularly by field parties from Rothera Research Station.  ,,,Basic medical facilities,---,---,
United Kingdom,Station C - Cape Geddes,,Refuge,Open,Year-Round,Cape Geddes,-60.683333,-44.566666,,4,On north coast of Laurie Island  established January 1946 and evacuated in March 1947.  Occasionally used by other national operators as a field refuge. A demolition feasibility study was undertaken at Cape Geddes in March 2007. The study concluded that the site is environmentally sensitive and that demolition could not be undertaken during the austral summer without resulting in greater environmental impact than leaving it in situ. ,,,No medical facilities on site,---,---,http://www.antarctica.ac.uk/about_bas/our_history/stations_and_refuges/cape_geddes.php
United Kingdom,Waterpipe,,Refuge,Open,Year-Round,Waterpipe Beach,-60.7,-45.608333,,2,Situated on a rocky outcrop by Waterpipe Beach. Installed in 1999/2000 as a refuge hut and visited regularly by BAS personnel from Signy Station. Food and fuel at hut.,,,First aid facilities at the hut,---,---,
United Kingdom,Dirck Gerritsz Laboratory,Dirck Gerritsz Laboratory,Laboratory,Open,Seasonal,Dirck Gerritsz Laboratory,-67.568636,-68.124377,,,,2012,,,---,---,
United Kingdom,Fossil Bluff,Fossil Bluff,Depot,Open,Seasonal,Fossil Bluff,-71.333333,-68.277778,4,,Forward logistics facility with skiway,1961,,,October,February,http://www.antarctica.ac.uk/living_and_working/research_stations/fossil_bluff/index.php
United Kingdom,Sky Blu,Sky Blu,Depot,Open,Seasonal,Sky Blu,-74.848889,-71.5725,15,,Forwards logistics facility with blue ice runway,0,,,October,February,https://www.bas.ac.uk/polar-operations/sites-and-facilities/facility/rothera/sky-blu/
United States,Amundsen-Scott South Pole,Amundsen-Scott South Pole Station,Station,Open,Year-Round,Amundsen-Scott South Pole,-89.9975,139.2728,,186,The new elevated Amundsen-Scott South Pole Station was dedicated in January 2008. ,1956,South Pole Station consists of a large elevated structure  of which all wings currently are operational.      From November through mid-February  additional seasonal-use buildings and tent structures are available.     ,One civilian doctor and one Physician Assistant are on-station at South Pole year-round. There is limited x-ray and medical lab capability on station. Telemedicine capabilities are available with specialist consultation services through the Remote Medical International  hours subject to satellite availability.,October,December, http://www.usap.gov/videoclipsandmaps/spwebcam.cfm
United States,McMurdo,McMurdo Station,Station,Open,Year-Round,McMurdo,-77.85,166.666667,,1204,US research station at Hut Point Peninsula  Ross Island  McMurdo Sound  Ross Sea  established 1955.,1956,Over 90 covered structures are available at McMurdo Station.,There is a four-bed medical and dental facility. During the summer this facility is staffed with 2 civilian Physicians  1 Air Force Flight Surgeon  1 Air Force Flight Nurse  1 Air Force Flight Medic  1 Physician Assistant or Nurse Practitioner  1 Dentist  1 Radiographic Technician  1 Laboratory Technician and 1 Physical Therapist. During the winter-over period 1 doctor and 1 Physician Assistant. Additionally  there are up to 12 Emergency Medical Technicians assigned to the Fire Department.,October,December,http://www.usap.gov/videoclipsandmaps/mcmwebcam.cfm
United States,Palmer,Palmer Station,Station,Open,Year-Round,Palmer,-64.774167,-64.053056,,45,US research station on Anvers Island near Bonaparte Point. Opened 1968. Replaced a prefabricated wood structure (Old Palmer  established in 1965) two kilometers away across Arthur Harbour.,1965,,One civilian doctor is assigned to Palmer Station year-round. There is limited x-ray and medical lab capability on station.  Telemedicine capabilities are available with specialist consultation services through Remote Medical International. ,October,December,http://www.usap.gov/videoclipsandmaps/palwebcam.cfm
United States,CTAM,CTAM / Beardmore Camp,Depot,Permanently Closed,Seasonal,CTAM,-84.006544,164.402997,,,,2010,,,---,---,
United States,Marble Point Refueling Facility,Marble Point Refueling Facility,Depot,Open,Seasonal,Marble Point Refueling Facility,-77.433056,163.833056,,14,Other Facilities: Fuel shack (7.4 sq. m./80 sq. ft.)  six fuel storage tanks (25 000 gallons each)  outhouse and incinerator for solid waste (2.2 sq. m./24 sq. ft.)  storage shed (1.9 sq. m./20 sq. ft.)  generator shed (21 sq. m./224 sq. ft.)  workshop and storage building (27 sq. m./288 sq. ft.)  and ASOS weather station (7 sq. m./76 sq. ft.). No cache.,0,Main Building - 69.7 sq. m. (750 sq. ft.)  Bunkhouse 1 - 41.8 sq. m. (450 sq. ft.)  Bunkhouse 2 - 55.7 sq. m. (600 sq. ft.),None,October,February,
United States,Allan Hills,,Camp,Open,Seasonal,Allan Hills,-76.716666,159.666666,,13,Light aircraft supported camp out of McMurdo.    ,,,None,October,February,
United States,Black Island Camp,,Camp,Open,Year-Round,Black Island Camp,-78.133333,166.15,,7,Hut: 1 wood structure with provisions  1 Modular/Pre-fab building. No cache.,,,None,October,December,
United States,Bull Pass (McM DV),,Camp,Open,Seasonal,Bull Pass,-77.516944,161.851389,,,,,Two shelters located at this site  an equipment shelter and an environmental shelter approximately 28.7 sq. m. (290 sq. ft.) which houses a hybrid power system. And one outhouse adjacent to the equipment building.,None,October,February,
United States,Byrd Surface,Byrd Surface Camp,Camp,Open,Seasonal,Byrd Surface,-80.016667,-119.533333,,,Twelve tent structures comprise the Byrd field camp.  Tents are used for science operations  galley  communications  washing  storage  medical  and generator buildings.,0,,One Physician’s Assistant maintains a medical tent  outfitted with remote medical care items  such as AED  cardiac monitor  intubation tubing  and a full range of medications.,October,February,
United States,Cape Crozier,,Camp,Open,Seasonal,Cape Crozier Camp,-77.5,169.666666,,11,Hut: Wood structure with some provisions. No radio. Cache: Full provisions for 6 located North of the hut.     ,,,None,October,February,
United States,Cape Royds Camp,,Camp,Open,Seasonal,Cape Royds Camp,-77.55,166.133333,,,RAC Tent – 12 x 16 ft (Summer Season Only)  plus one Rac-tent and an outhouse ,,,None,October,February,
United States,Cape Shirreff Camp,,Camp,Open,Seasonal,Cape Shirreff Camp,-62.469999,-60.771388,,,Four small buildings  and one outhouse.,,,None,October,February,
United States,Copacabana; King George Island,,Camp,Open,Seasonal,Copacabana,-62.166666,-58.466666,,,Maximum Population: 5      Facilities:  Bunks  Kitchen/meeting  labs  outhouse,,,,October,January,
United States,F6 Camp,,Camp,Open,Seasonal,F6 Camp,-77.608333,163.255556,,10,Hut:  A 42 sq. m. (448 sq. ft.) main building with outhouse adjacent. Cache:  Located 30 meters from hut  food to supply 6 people/10days  no radio.        ,,,None,October,February,
United States,Lake Bonney Camp,,Camp,Open,Seasonal,Lake Bonney,-77.7,162.45,,14,Facilities: Jamesway (55.7 sq. m./600 sq. ft.)  outhouse (2.2 sq. m./24 sq. ft.)  generator building (8.9 sq. m./96 sq. ft.)  and three laboratories (8.9 sq. m./96 sq. ft.). Two outhouses (5.6 m2) added in 2010. Cache: Located 30 meters from Jamesway structure uphill.    ,,,None,October,February,
United States,Lake Fryxell,,Camp,Open,Seasonal,Lake Fryxell,-77.6,163.116666,,13,Facilities: Jamesway (62.7 sq. m./675 sq. ft.)  four laboratories (13.9 sq. m./150 sq. ft.)  and generator building (13.9 sq. m./150 sq. ft.). Wind generator tower and one outhouse. Cache: Located 30 meters from hut  food  no radio.    ,,,None,October,February,
United States,Lake Hoare,,Camp,Open,Seasonal,Lake Hoare Camp,-77.622777,162.902778,,,Facilities: Main building (55.7 sq. m./600 sq. ft.)  three laboratories (13.9 sq. m./150 sq. ft.)  a generator building (96 sq. ft)  a tool shed (96 sq. ft.)  and three outhouses: two 2.2 sq. m. (24 sq. ft.) and one 1.7 sq. m. (18 sq. ft.). Below the active camp are the old Lake Hoare Camp buildings  which are still in use. These include a Jamesway (37 sq. m./400 sq. ft.) used primarily for storage  a generator shed (6 sq. m./64 sq. ft.)  and an old laboratory used as a shower room (7.5 sq. m./81 sq. ft.). Cache: Located 30 meters from hut  food  no radio.    ,,,None,October,February,
United States,Lower Erebus Hut and Cache,,Camp,Open,Seasonal,Lower Erebus Hut,-77.5,167.166666,,,Hut: Partial provisions for 3 (no sleeping bags)  oxygen  radio during summer. Cache: Full provisions for 6. Located 50 meters from hut.    ,,,None,October,February,
United States,Lower Wright Hut,,Camp,Open,Seasonal,Lower Wright Hut,-77.4425,162.65,,,Hut  toilet and cache.,,One small hut with accommodation for 2 people with a floor area of 6 m. sq (65 sq. ft.).,None,October,February,
United States,Mt Newall Repeater Station,,Camp,Open,Year-Round,Mt. Newall,-77.504444,162.624999,,,The site includes both a US and a NZ radio repeater. There are three huts  including a survival hut (8.9 sq. m./96 sq. ft.)  a shed encompassing a hybrid power system (22.3 sq. m./240 sq. ft.)  and a green equipment shelter (2.2 sq. m./24 sq. m.) housing the NZ repeater. US repeater equipment contained in two orange plastic cases. There are two antennae (one US  one NZ) and a wind turbine (US) at the site. Food (survival) cache.,,,None,October,December,
United States,New Harbor Camp,,Camp,Open,Seasonal,New Harbor Camp,-77.577777,163.519444,,,Other Facilities: Adjacent to the main building are a storage shed (3 sq. m./32 sq. ft.) and an outhouse (1.5 sq. m./16 sq. ft.). The camp also includes a Jamesway (21 sq. m./224 sq. ft.) that serves as a laboratory  a generator shack (8.9 sq. m./96 sq. ft.)  a diving equipment storage box (1.5 sq. m./16 sq. ft.)  and one wind generator tower. Cache: Survival cache located 30 meters from hut  food  no radio.    ,,Main building consists of two Jamesways connected by a wooden passageway  (1) 42 sq. m./448 sq. ft. and (2) 30 sq. m./320 sq. ft. ,None,October,February,
United States,Pine Island Glacier Helo Facility,,Camp,Open,Seasonal,Pine Island Glacier Helo Facility ,-75.803611,-100.277222,,,Maximum Population: 40       No items on location.  Camp infrastructure will be traversed to site in early December  2010.  This season two tents will be set up for cooking/communications and general operations.,,,N/A,October,December,
United States,Shackleton Glacier Camp,Shackleton Glacier Camp,Camp,Open,Seasonal,Shackleton Glacier Camp,-85.086232,-175.289469,,,,2015,,,---,---,
United States,Siple Dome,Siple Dome,Camp,Open,Seasonal,Siple Dome,-81.666667,-149.016667,,,A Jamesway tent is erected and outfitted for cooking. A PolarHaven is also erected for KBA pilot berthing.  ,1973,,None,October,February,
United States,WAIS Divide,WAIS Divide Camp,Camp,Open,Seasonal,WAIS Divide,-79.483333,-112.083333,,60,Fifteen tent structures and a large metal Drilling Arch building comprise the WAIS Divide field camp.  Tents are used for berthing  science operations  galley  communications  washing  storage  medical  and generator buildings.,1995,,One Physician’s Assistant and a Medic maintain a medical tent  outfitted with remote medical care items  such as AED  cardiac monitor  intubation tubing  and a full range of medications.,October,February,
United States,Windless Bight,,Camp,Open,Seasonal,Windless Bight,-77.7,167.666666,,,Tent camp.,,,None,October,February,
United States,Odell Glacier,Odell Glacier Camp,Airfield Camp,No Longer Exists,Seasonal,Odell Glacier,-76.65,159.9666,,,,,,,---,---,
Uruguay,Artigas,Artigas Station,Station,Open,Year-Round,Artigas,-62.184444,-58.852222,55,50,2021-2022  summer campaign will start around December 2021    and close at the end of March-April 2022  after the closure of the summer campaign  BCAA will continue work for the winter season.    ,1984,Lodging for 60 pax,Standard Level 1        Assests (in sp)    - Ambú con máscara    - Balanza    - Balones de oxígeno    - Bandejas de acero inoxidable    - Cajas de pequeña cirugía    - Botiquín    - Camilla    - Camilla de traslado    - Carro de curaciones    - Centrífuga    - Chata de acero inoxidable    - Collarete cervical    - Descartador de material hospitalario    - Desfibrilador y monitor cardíaco    - Electrocardiógrafo con maletín para transporte    - Embudo de metal para oídos    - Equipo comparador de cloro    - Esfingomanómetros (anaeroide,October,December,http://www.iau.gub.uy/baseartigas/ubicacion-bcaa/ubicacion-baseartigas.htm 
Uruguay,Ruperto Elichiribehety,Ruperto Elichiribehety Station,Station,Open,Seasonal,Ruperto Elichiribehety,-63.401944,-56.990556,11,8,,1997,Sala de Generadores    Depósito de Combustible    Lavadero    2 Baños    Laboratorio Seco    Laboratorio Húmedo    Cocina    Despensa de Víveres    Salón General    Sala de Lectura y Biblioteca    Depósito de Suministros    5 alojamientos    Despacho y Oficina    Depósito de Agua    Taller – Garaje    ,Botiquín de primeros auxilios,December,February,
