站点名称,更新周数,更新时间,起始时间,结束时间,温度(℃),湿度(%),气压(mb),风向,风速(m/s),周温差(℃),周最低温(℃),周报URL
泰山站,2021年第43周,2021-10-31 17:29:00,2021-10-24,2021-10-30,-33.4,69.0,689.0,东,10.5,21.6,-43.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134148
长城站,2021年第42周,2021-10-24 17:35:00,2021-10-17,2021-10-23,-1.6,95.0,953.3,西北,5.0,4.2,-5.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134109
中山站,2021年第42周,2021-10-24 17:31:00,2021-10-17,2021-10-23,-13.8,70.0,996.4,西北,2.5,15.7,-18.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134109
昆仑站,2021年第42周,2021-10-24 14:26:00,2021-10-17,2021-10-23,-49.3,58.0,566.0,西北,4.6,16.5,-59.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134109
泰山站,2021年第42周,2021-10-24 09:56:00,2021-10-17,2021-10-23,-29.4,77.0,700.0,北,7.1,11.6,-37.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134109
长城站,2021年第41周,2021-10-17 17:39:00,2021-10-10,2021-10-16,-2.5,86.0,986.7,西南,7.1,7.2,-5.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134067
中山站,2021年第41周,2021-10-17 17:37:00,2021-10-10,2021-10-16,-2.8,61.0,977.2,东,3.1,13.7,-16.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134067
泰山站,2021年第41周,2021-10-17 16:44:00,2021-10-10,2021-10-16,-30.4,73.0,697.0,东北,10.7,18.1,-44.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134067
昆仑站,2021年第41周,2021-10-17 16:43:00,2021-10-10,2021-10-16,-37.3,68.0,571.0,北,0.0,33.2,-65.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134067
长城站,2021年第40周,2021-10-10 17:45:00,2021-10-03,2021-10-09,-0.7,98.0,976.5,西北,11.4,7.1,-6.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134010
中山站,2021年第40周,2021-10-10 17:41:00,2021-10-03,2021-10-09,-7.8,52.0,985.3,东,6.3,11.8,-14.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134010
昆仑站,2021年第40周,2021-10-10 15:35:00,2021-10-03,2021-10-09,-47.6,60.0,581.0,东,0.0,24.7,-62.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134010
泰山站,2021年第40周,2021-10-10 15:32:00,2021-10-03,2021-10-09,-32.6,69.0,703.0,东,13.8,15.4,-40.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134010
中山站,2021年第39周,2021-10-03 17:51:00,2021-09-26,2021-10-02,-12.0,89.0,992.7,东北,8.2,21.7,-27.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134007
长城站,2021年第39周,2021-10-03 17:48:00,2021-09-26,2021-10-02,-1.5,96.0,982.6,西,7.9,4.6,-3.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134007
昆仑站,2021年第39周,2021-10-03 15:49:00,2021-09-26,2021-10-02,-49.4,57.0,567.0,北,0.0,23.8,-73.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134007
泰山站,2021年第39周,2021-10-03 15:45:00,2021-09-26,2021-10-02,-30.4,74.0,700.0,东北,9.1,21.3,-51.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134007
长城站,2021年第38周,2021-09-26 17:45:00,2021-09-19,2021-09-25,-1.1,95.0,987.2,西北,12.1,5.7,-4.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133986
泰山站,2021年第38周,2021-09-26 16:33:00,2021-09-19,2021-09-25,-33.7,71.0,686.0,东北,14.2,17.3,-51.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133986
昆仑站,2021年第38周,2021-09-26 16:31:00,2021-09-19,2021-09-25,-55.0,53.0,557.0,东北,0.0,16.5,-69.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133986
中山站,2021年第38周,2021-09-25 07:21:00,2021-09-18,2021-09-24,-21.4,81.0,975.2,东,2.7,10.2,-21.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133986
长城站,2021年第37周,2021-09-19 17:55:00,2021-09-12,2021-09-18,-0.2,98.0,990.5,西,12.4,8.5,-8.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133967
昆仑站,2021年第37周,2021-09-19 15:36:00,2021-09-12,2021-09-18,-55.9,51.0,570.0,西南,0.0,22.1,-69.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133967
中山站,2021年第37周,2021-09-19 14:31:00,2021-09-12,2021-09-18,-11.1,51.0,984.3,东南,2.4,10.5,-14.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133967
泰山站,2021年第37周,2021-09-19 09:38:00,2021-09-12,2021-09-18,-48.2,63.0,701.0,东南,10.1,18.5,-48.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133967
长城站,2021年第36周,2021-09-12 17:54:00,2021-09-05,2021-09-11,-0.5,95.0,982.5,北,9.7,6.7,-7.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133930
中山站,2021年第36周,2021-09-12 17:51:00,2021-09-05,2021-09-11,-11.6,90.0,955.9,东,16.1,14.6,-21.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133930
泰山站,2021年第36周,2021-09-12 16:39:00,2021-09-05,2021-09-11,-41.2,66.0,684.0,东,14.1,18.7,-50.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133930
昆仑站,2021年第36周,2021-09-12 16:21:00,2021-09-05,2021-09-11,-56.4,52.0,562.0,东北,0.0,19.1,-69.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133930
长城站,2021年第35周,2021-09-05 17:45:00,2021-08-29,2021-09-04,-5.7,88.0,1006.5,西北,6.6,7.6,-7.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133926
昆仑站,2021年第35周,2021-09-05 16:42:00,2021-08-29,2021-09-04,-58.8,51.0,570.0,西北,0.0,14.8,-64.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133926
泰山站,2021年第35周,2021-09-05 14:33:00,2021-08-29,2021-09-04,-48.4,62.0,700.0,东南,9.1,21.8,-49.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133926
中山站,2021年第35周,2021-09-04 23:20:00,2021-08-28,2021-09-03,-20.1,83.0,987.9,东,2.8,19.0,-24.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133926
长城站,2021年第34周,2021-08-29 16:25:00,2021-08-22,2021-08-28,-0.5,98.0,984.3,西北,11.8,4.0,-6.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133921
中山站,2021年第34周,2021-08-29 16:14:00,2021-08-22,2021-08-28,-10.4,63.0,963.1,东北,5.8,6.2,-12.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133921
昆仑站,2021年第34周,2021-08-29 13:43:00,2021-08-22,2021-08-28,-50.7,56.0,570.0,东北,0.0,24.7,-69.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133921
泰山站,2021年第34周,2021-08-29 10:38:00,2021-08-22,2021-08-28,-34.9,72.0,687.0,东南,14.1,16.2,-44.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133921
长城站,2021年第33周,2021-08-22 17:50:00,2021-08-15,2021-08-21,-2.9,95.0,1003.2,西南,5.7,16.4,-19.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133919
中山站,2021年第33周,2021-08-22 17:34:00,2021-08-15,2021-08-21,-12.0,52.0,976.3,东,8.7,17.5,-23.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133919
昆仑站,2021年第33周,2021-08-22 16:55:00,2021-08-15,2021-08-21,-65.8,50.0,567.0,西,0.0,16.7,-68.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133919
泰山站,2021年第33周,2021-08-22 15:09:00,2021-08-15,2021-08-21,-44.2,65.0,694.0,东,12.5,19.2,-46.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133919
中山站,2021年第32周,2021-08-15 17:59:00,2021-08-08,2021-08-14,-17.2,41.0,983.4,东,10.3,12.6,-21.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133915
长城站,2021年第32周,2021-08-15 17:35:00,2021-08-08,2021-08-14,-7.8,80.0,989.8,西,8.6,11.8,-11.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133915
泰山站,2021年第32周,2021-08-15 16:05:00,2021-08-08,2021-08-14,-48.2,62.0,697.0,东南,14.0,13.8,-50.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133915
昆仑站,2021年第32周,2021-08-15 15:13:00,2021-08-08,2021-08-14,-65.8,45.0,576.0,西南,0.0,12.9,-73.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133915
中山站,2021年第31周,2021-08-08 17:54:00,2021-08-01,2021-08-07,-17.7,61.0,986.7,东,6.2,19.2,-27.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133913
长城站,2021年第31周,2021-08-08 17:40:00,2021-08-01,2021-08-07,-6.2,94.0,980.2,西南,8.8,9.8,-9.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133913
泰山站,2021年第31周,2021-08-08 16:11:00,2021-08-01,2021-08-07,-43.2,66.0,692.0,东北,9.8,9.9,-45.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133913
昆仑站,2021年第31周,2021-08-08 16:11:00,2021-08-01,2021-08-07,-63.3,47.0,560.0,东北,0.0,14.2,-65.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133913
中山站,2021年第30周,2021-08-01 17:59:00,2021-07-25,2021-07-31,-10.5,51.0,973.9,东,6.1,17.0,-26.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133909
长城站,2021年第30周,2021-08-01 17:30:00,2021-07-25,2021-07-31,-1.6,96.0,977.2,南,0.8,8.0,-12.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133909
泰山站,2021年第30周,2021-08-01 16:53:00,2021-07-25,2021-07-31,-38.7,68.0,696.0,东,11.3,16.4,-54.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133909
昆仑站,2021年第30周,2021-08-01 16:42:00,2021-07-25,2021-07-31,-66.4,45.0,564.0,东北,0.0,22.8,-76.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133909
长城站,2021年第29周,2021-07-25 17:45:00,2021-07-18,2021-07-24,-5.1,81.0,1004.5,西北,7.5,15.8,-15.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133906
中山站,2021年第29周,2021-07-25 17:39:00,2021-07-18,2021-07-24,-24.7,48.0,996.6,东,8.3,16.9,-25.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133906
昆仑站,2021年第29周,2021-07-25 15:29:00,2021-07-18,2021-07-24,-64.8,45.0,574.0,东北,0.0,14.6,-70.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133906
泰山站,2021年第29周,2021-07-25 07:02:00,2021-07-18,2021-07-24,-50.5,61.0,700.0,东,14.0,14.9,-51.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133906
长城站,2021年第29周,2021-07-25 17:45:00,2021-07-18,2021-07-24,-5.1,81.0,1004.5,西北,7.5,15.8,-15.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133906
中山站,2021年第29周,2021-07-25 17:39:00,2021-07-18,2021-07-24,-24.7,48.0,996.6,东,8.3,16.9,-25.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133906
昆仑站,2021年第29周,2021-07-25 15:29:00,2021-07-18,2021-07-24,-64.8,45.0,574.0,东北,0.0,14.6,-70.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133906
泰山站,2021年第29周,2021-07-25 07:02:00,2021-07-18,2021-07-24,-50.5,61.0,700.0,东,14.0,14.9,-51.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133906
中山站,2021年第28周,2021-07-18 17:34:00,2021-07-11,2021-07-17,-10.8,39.0,984.2,东南,14.4,23.2,-30.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133886
昆仑站,2021年第28周,2021-07-18 17:20:00,2021-07-11,2021-07-17,-59.2,51.0,572.0,北,0.0,14.5,-64.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133886
泰山站,2021年第28周,2021-07-18 17:20:00,2021-07-11,2021-07-17,-36.9,70.0,700.0,东,10.8,15.5,-46.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133886
长城站,2021年第28周,2021-07-18 17:00:00,2021-07-11,2021-07-17,-3.8,96.0,1005.2,西北,6.8,7.2,-10.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133886
中山站,2021年第27周,2021-07-11 18:04:00,2021-07-04,2021-07-10,-8.4,91.0,980.7,东南,21.6,13.1,-18.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133867
长城站,2021年第27周,2021-07-11 17:55:00,2021-07-04,2021-07-10,-8.1,95.0,969.2,东,16.5,9.7,-8.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133867
昆仑站,2021年第27周,2021-07-11 16:03:00,2021-07-04,2021-07-10,-64.9,46.0,569.0,北,0.0,22.4,-67.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133867
泰山站,2021年第27周,2021-07-11 15:59:00,2021-07-04,2021-07-10,-44.1,65.0,706.0,东,11.7,20.1,-47.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133867
长城站,2021年第26周,2021-07-04 17:55:00,2021-06-27,2021-07-03,-3.5,96.0,967.1,东,4.3,6.1,-4.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133847
中山站,2021年第26周,2021-07-04 17:54:00,2021-06-27,2021-07-03,-10.0,92.0,996.3,东北,9.8,31.7,-35.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133847
昆仑站,2021年第26周,2021-07-04 17:12:00,2021-06-27,2021-07-03,-45.7,58.0,580.0,西北,0.0,28.0,-73.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133847
泰山站,2021年第26周,2021-07-04 17:11:00,2021-06-27,2021-07-03,-27.1,79.0,711.0,东北,15.9,26.8,-53.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133847
长城站,2021年第25周,2021-06-27 17:55:00,2021-06-20,2021-06-26,-0.1,96.0,994.6,北,4.1,5.1,-4.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133810
中山站,2021年第25周,2021-06-27 17:34:00,2021-06-20,2021-06-26,-22.3,46.0,991.7,东,9.8,20.2,-29.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133810
泰山站,2021年第25周,2021-06-27 16:45:00,2021-06-20,2021-06-26,-46.9,63.0,696.0,东,12.7,12.8,-55.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133810
昆仑站,2021年第25周,2021-06-27 16:15:00,2021-06-20,2021-06-26,-68.2,42.0,570.0,西南,0.0,17.9,-72.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133810
中山站,2021年第24周,2021-06-20 17:48:00,2021-06-13,2021-06-19,-13.8,82.0,975.8,东北,6.3,16.1,-26.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133807
长城站,2021年第24周,2021-06-20 17:30:00,2021-06-13,2021-06-19,-4.5,92.0,987.9,南,4.1,6.7,-6.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133807
昆仑站,2021年第24周,2021-06-20 15:50:00,2021-06-13,2021-06-19,-69.8,44.0,564.0,西南,0.0,10.4,-72.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133807
泰山站,2021年第24周,2021-06-20 13:48:00,2021-06-13,2021-06-19,-40.6,67.0,688.0,东,11.7,12.1,-48.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133807
中山站,2021年第23周,2021-06-13 17:58:00,2021-06-06,2021-06-12,-19.5,47.0,982.2,东,4.7,15.6,-23.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133746
长城站,2021年第23周,2021-06-13 17:55:00,2021-06-06,2021-06-12,-3.9,93.0,1000.0,东南,1.6,12.6,-11.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133746
泰山站,2021年第23周,2021-06-13 16:38:00,2021-06-06,2021-06-12,-49.4,62.0,694.0,东,10.8,16.3,-51.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133746
昆仑站,2021年第23周,2021-06-13 16:35:00,2021-06-06,2021-06-12,-71.5,40.0,559.0,东,0.0,17.7,-75.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133746
长城站,2021年第22周,2021-06-06 17:45:00,2021-05-30,2021-06-05,-6.2,86.0,996.0,南,3.1,7.6,-10.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133726
中山站,2021年第22周,2021-06-06 17:33:00,2021-05-30,2021-06-05,-10.3,80.0,981.2,东,6.9,15.1,-22.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133726
昆仑站,2021年第22周,2021-06-06 16:16:00,2021-05-30,2021-06-05,-73.5,42.0,564.0,南,0.0,19.3,-74.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133726
泰山站,2021年第22周,2021-06-06 12:38:00,2021-05-30,2021-06-05,-50.4,61.0,697.0,东,10.7,12.8,-52.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133726
中山站,2021年第21周,2021-05-30 17:59:00,2021-05-23,2021-05-29,-8.1,58.0,996.5,东,11.6,20.2,-28.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133692
长城站,2021年第21周,2021-05-30 17:55:00,2021-05-23,2021-05-29,-10.0,80.0,996.5,东,7.2,12.1,-11.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133692
昆仑站,2021年第21周,2021-05-30 15:50:00,2021-05-23,2021-05-29,-62.7,49.0,571.0,东,0.0,21.0,-72.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133692
泰山站,2021年第21周,2021-05-30 13:51:00,2021-05-23,2021-05-29,-39.8,68.0,708.0,东北,10.2,20.4,-50.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133692
长城站,2021年第20周,2021-05-23 17:50:00,2021-05-16,2021-05-22,-0.3,97.0,991.4,西,7.6,4.4,-2.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133690
中山站,2021年第20周,2021-05-23 17:48:00,2021-05-16,2021-05-22,-10.3,89.0,963.5,东南,4.3,30.5,-35.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133690
泰山站,2021年第20周,2021-05-23 15:33:00,2021-05-16,2021-05-22,-45.0,65.0,686.0,东,14.7,26.6,-54.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133690
昆仑站,2021年第20周,2021-05-23 15:31:00,2021-05-16,2021-05-22,-61.3,49.0,566.0,西南,0.0,15.7,-66.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133690
长城站,2021年第19周,2021-05-16 17:49:00,2021-05-09,2021-05-15,1.6,89.0,1022.0,西北,3.6,5.4,-1.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133687
中山站,2021年第19周,2021-05-16 17:33:00,2021-05-09,2021-05-15,-5.9,91.0,974.2,东南,3.1,20.9,-26.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133687
泰山站,2021年第19周,2021-05-16 16:57:00,2021-05-09,2021-05-15,-29.7,76.0,701.0,东,13.0,28.7,-58.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133687
昆仑站,2021年第19周,2021-05-16 16:55:00,2021-05-09,2021-05-15,-65.4,49.0,574.0,东,0.0,14.1,-75.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133687
长城站,2021年第18周,2021-05-09 17:55:00,2021-05-02,2021-05-08,1.2,98.0,983.9,西北,11.0,11.7,-10.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133668
中山站,2021年第18周,2021-05-09 17:48:00,2021-05-02,2021-05-08,-25.1,66.0,984.4,西北,3.1,17.4,-25.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133668
泰山站,2021年第18周,2021-05-09 17:17:00,2021-05-02,2021-05-08,-57.6,56.0,692.0,东,9.5,21.6,-57.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133668
昆仑站,2021年第18周,2021-05-09 17:15:00,2021-05-02,2021-05-08,-73.7,39.0,559.0,东南,0.0,19.6,-74.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133668
长城站,2021年第17周,2021-05-02 17:54:00,2021-04-25,2021-05-01,-7.6,95.0,969.0,东南,18.2,10.4,-8.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133648
中山站,2021年第17周,2021-05-02 17:48:00,2021-04-25,2021-05-01,-8.0,63.0,965.4,东南,11.3,13.9,-22.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133648
昆仑站,2021年第17周,2021-05-02 15:33:00,2021-04-25,2021-05-01,-67.3,50.0,565.0,南,0.0,22.1,-72.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133648
泰山站,2021年第17周,2021-05-02 15:29:00,2021-04-25,2021-05-01,-47.0,63.0,685.0,东,14.2,6.3,-50.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133648
中山站,2021年第17周,2021-04-26 18:23:00,2021-04-19,2021-04-25,-16.4,55.0,984.2,东,9.8,12.2,-17.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133627
长城站,2021年第17周,2021-04-26 18:09:00,2021-04-19,2021-04-25,0.2,97.0,981.0,西,8.7,6.8,-4.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133627
泰山站,2021年第17周,2021-04-26 15:44:00,2021-04-19,2021-04-25,-47.2,63.0,700.0,东,9.7,18.1,-49.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133627
昆仑站,2021年第17周,2021-04-26 15:43:00,2021-04-19,2021-04-25,-58.1,52.0,572.0,南,0.0,13.9,-66.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133627
长城站,2021年第15周,2021-04-18 17:55:00,2021-04-11,2021-04-17,2.3,94.0,996.5,北,10.9,9.6,-7.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133567
中山站,2021年第15周,2021-04-18 17:48:00,2021-04-11,2021-04-17,-9.9,73.0,976.2,东,15.4,15.0,-19.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133567
昆仑站,2021年第15周,2021-04-18 16:33:00,2021-04-11,2021-04-17,-57.4,52.0,567.0,东北,0.0,18.0,-70.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133567
泰山站,2021年第15周,2021-04-18 16:32:00,2021-04-11,2021-04-17,-42.8,66.0,695.0,东,12.8,19.2,-47.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133567
长城站,2021年第13周,2021-04-04 16:15:00,2021-03-28,2021-04-03,-0.2,96.0,986.5,西,4.9,4.5,-1.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133527
中山站,2021年第13周,2021-04-04 16:13:00,2021-03-28,2021-04-03,-5.9,73.0,983.2,西南,2.3,12.9,-13.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133527
昆仑站,2021年第13周,2021-04-04 15:09:00,2021-03-28,2021-04-03,-53.9,57.0,573.0,北,0.0,20.3,-63.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133527
泰山站,2021年第13周,2021-04-04 08:20:00,2021-03-28,2021-04-03,-30.7,75.0,702.0,东,11.0,11.2,-39.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133527
长城站,2021年第12周,2021-03-28 17:59:00,2021-03-21,2021-03-27,2.9,95.0,985.4,北,1.8,7.8,-4.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133486
中山站,2021年第12周,2021-03-28 17:48:00,2021-03-21,2021-03-27,-0.7,32.0,1004.7,东,10.6,20.5,-20.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133486
昆仑站,2021年第12周,2021-03-28 15:15:00,2021-03-21,2021-03-27,-52.4,57.0,588.0,西北,2.9,18.4,-60.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133486
泰山站,2021年第12周,2021-03-28 14:50:00,2021-03-21,2021-03-27,-30.1,59.0,723.0,东,11.6,22.9,-46.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133486
长城站,2021年第11周,2021-03-21 17:45:00,2021-03-14,2021-03-20,-1.8,92.0,978.4,东南,3.6,5.3,-2.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133453
中山站,2021年第11周,2021-03-21 17:38:00,2021-03-14,2021-03-20,-14.8,51.0,978.7,东北,4.5,14.1,-19.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133453
昆仑站,2021年第11周,2021-03-21 16:07:00,2021-03-14,2021-03-20,-47.0,59.0,576.0,南,11.3,21.9,-68.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133453
泰山站,2021年第11周,2021-03-21 11:42:00,2021-03-14,2021-03-20,-47.9,62.0,694.0,东南,14.3,16.4,-48.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133453
长城站,2021年第10周,2021-03-14 18:00:00,2021-03-07,2021-03-13,-0.3,67.0,993.6,西,4.4,7.6,-1.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133450
中山站,2021年第10周,2021-03-14 17:49:00,2021-03-07,2021-03-13,-4.9,89.0,978.3,东,6.6,6.9,-11.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133450
泰山站,2021年第10周,2021-03-14 16:26:00,2021-03-07,2021-03-13,-31.5,69.0,695.0,东北,5.6,11.3,-40.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133450
昆仑站,2021年第10周,2021-03-14 16:25:00,2021-03-07,2021-03-13,-49.0,57.0,569.0,南,3.3,33.1,-66.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133450
长城站,2021年第09周,2021-03-07 17:55:00,2021-02-28,2021-03-06,2.4,93.0,976.0,北,8.0,4.9,0.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133447
昆仑站,2021年第09周,2021-03-07 16:43:00,2021-02-28,2021-03-06,-38.5,60.0,585.0,南,3.7,22.9,-61.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133447
泰山站,2021年第09周,2021-03-07 14:47:00,2021-02-28,2021-03-06,-32.0,66.0,707.0,东南,11.0,12.2,-37.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133447
